Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"75", 4.16, 3,    2467.59,  116.9,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"77", 4.16, 1,    2500.27,   -5.0,     1.041, 2,    2510.03, -123.0,    1.0451, 3,    2486.08,  116.8,    1.0351
"86", 4.16, 1,    2494.58,   -5.0,    1.0386, 2,    2501.64, -123.1,    1.0416, 3,    2488.41,  116.9,    1.0361
"78", 4.16, 1,     2500.9,   -5.0,    1.0413, 2,    2511.03, -123.0,    1.0455, 3,    2486.29,  116.8,    1.0352
"79", 4.16, 1,    2499.94,   -5.1,    1.0409, 2,    2511.45, -123.0,    1.0457, 3,    2486.15,  116.8,    1.0351
"80", 4.16, 1,    2505.94,   -5.1,    1.0434, 2,    2514.88, -123.1,    1.0471, 3,     2487.6,  116.7,    1.0357
"81", 4.16, 1,    2507.87,   -5.1,    1.0442, 2,    2516.98, -123.1,     1.048, 3,    2487.75,  116.7,    1.0358
"82", 4.16, 1,    2509.77,   -5.2,     1.045, 2,    2520.14, -123.1,    1.0493, 3,    2489.44,  116.6,    1.0365
"84", 4.16, 3,    2479.68,  116.6,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"83", 4.16, 1,    2512.66,   -5.2,    1.0462, 2,    2522.88, -123.1,    1.0504, 3,    2491.28,  116.6,    1.0373
"85", 4.16, 3,     2475.9,  116.6,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"87", 4.16, 1,    2492.63,   -5.0,    1.0378, 2,    2498.85, -123.2,    1.0404, 3,    2489.79,  116.9,    1.0366
"88", 4.16, 1,    2492.21,   -5.0,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
"89", 4.16, 1,    2491.43,   -5.0,    1.0373, 2,    2497.81, -123.3,      1.04, 3,    2490.72,  116.8,     1.037
"90", 4.16, 2,    2497.13, -123.3,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0
"91", 4.16, 1,    2490.84,   -5.0,    1.0371, 2,    2496.89, -123.3,    1.0396, 3,     2491.1,  116.8,    1.0372
"92", 4.16, 3,    2490.38,  116.8,    1.0369, 0, 0, 0, 0, 0, 0, 0, 0
"93", 4.16, 1,    2489.85,   -5.0,    1.0367, 2,    2496.39, -123.3,    1.0394, 3,     2491.4,  116.8,    1.0373
"94", 4.16, 1,    2487.67,   -5.0,    1.0358, 0, 0, 0, 0, 0, 0, 0, 0
"95", 4.16, 1,    2489.73,   -5.0,    1.0366, 2,    2495.22, -123.3,    1.0389, 3,    2491.97,  116.8,    1.0376
"96", 4.16, 2,    2494.42, -123.3,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"98", 4.16, 1,    2495.12,   -4.8,    1.0389, 2,    2511.31, -122.7,    1.0456, 3,    2482.02,  117.1,    1.0334
"99", 4.16, 1,    2496.02,   -4.8,    1.0392, 2,    2508.79, -122.7,    1.0446, 3,    2480.95,  117.0,     1.033
"100", 4.16, 1,    2496.64,   -4.8,    1.0395, 2,    2508.58, -122.7,    1.0445, 3,    2479.69,  117.0,    1.0324
"450", 4.16, 1,    2496.64,   -4.8,    1.0395, 2,    2508.58, -122.7,    1.0445, 3,    2479.69,  117.0,    1.0324
"197", 4.16, 1,    2495.75,   -4.8,    1.0391, 2,    2512.11, -122.7,    1.0459, 3,    2482.67,  117.1,    1.0337
"101", 4.16, 1,     2493.2,   -4.9,    1.0381, 2,    2511.29, -122.7,    1.0456, 3,    2480.99,  117.1,     1.033
"102", 4.16, 3,    2476.49,  117.0,    1.0311, 0, 0, 0, 0, 0, 0, 0, 0
"105", 4.16, 1,    2489.05,   -4.9,    1.0363, 2,    2510.83, -122.8,    1.0454, 3,    2481.85,  117.1,    1.0333
"103", 4.16, 3,     2471.3,  117.0,    1.0289, 0, 0, 0, 0, 0, 0, 0, 0
"104", 4.16, 3,     2465.7,  117.0,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0
"106", 4.16, 2,    2507.28, -122.8,    1.0439, 0, 0, 0, 0, 0, 0, 0, 0
"108", 4.16, 1,    2484.43,   -5.0,    1.0344, 2,    2512.83, -122.8,    1.0462, 3,    2481.42,  117.2,    1.0332
"107", 4.16, 2,    2502.75, -122.8,     1.042, 0, 0, 0, 0, 0, 0, 0, 0
"109", 4.16, 1,    2471.59,   -5.1,    1.0291, 0, 0, 0, 0, 0, 0, 0, 0
"300", 4.16, 1,    2484.43,   -5.0,    1.0344, 2,    2512.83, -122.8,    1.0462, 3,    2481.42,  117.2,    1.0332
"110", 4.16, 1,    2465.42,   -5.2,    1.0265, 0, 0, 0, 0, 0, 0, 0, 0
"111", 4.16, 1,    2463.12,   -5.2,    1.0255, 0, 0, 0, 0, 0, 0, 0, 0
"112", 4.16, 1,    2463.35,   -5.2,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"113", 4.16, 1,    2456.83,   -5.2,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0
"114", 4.16, 1,    2455.52,   -5.2,    1.0224, 0, 0, 0, 0, 0, 0, 0, 0
"135", 4.16, 1,    2374.72,   -2.9,   0.98873, 2,    2481.52, -121.5,    1.0332, 3,     2418.2,  118.6,    1.0068
"152", 4.16, 1,    2402.98,   -2.3,    1.0005, 2,    2494.52, -121.2,    1.0386, 3,    2441.26,  118.7,    1.0164
"160R", 4.16, 1,    2506.16,   -4.4,    1.0435, 2,    2517.76, -122.5,    1.0483, 3,    2492.91,  117.3,    1.0379
"160", 4.16, 1,    2331.32,   -4.4,   0.97067, 2,    2456.36, -122.5,    1.0227, 3,    2388.42,  117.3,   0.99444
"61S", 4.16, 1,    2331.33,   -4.4,   0.97067, 2,    2456.36, -122.5,    1.0227, 3,    2388.42,  117.3,   0.99444
"300_OPEN", 4.16, 1,    2348.18,   -3.2,   0.97768, 2,    2459.48, -121.9,     1.024, 3,    2401.14,  118.2,   0.99973
"94_OPEN", 4.16, 1,    2367.18,   -3.2,    0.9856, 0, 0, 0, 0, 0, 0, 0, 0
"610", 0.48, 1,    272.077,   -3.3,   0.98177, 2,    277.375, -122.4,    1.0009, 3,    278.508,  116.2,     1.005
