Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"P20", 13.8, 1,    7679.16,   -0.9,   0.96382, 2,    7922.18, -120.2,   0.99432, 3,    7886.24,  118.0,   0.98981
"P21", 13.8, 1,    7678.99,   -0.9,    0.9638, 2,    7922.02, -120.2,    0.9943, 3,    7886.09,  118.0,   0.98979
"P22", 13.8, 1,    7678.92,   -0.9,   0.96379, 2,    7921.97, -120.2,   0.99429, 3,    7886.04,  118.0,   0.98978
"P23", 13.8, 1,    7678.96,   -0.9,   0.96379, 2,    7921.97, -120.2,   0.99429, 3,    7886.04,  118.0,   0.98978
"P24", 13.8, 1,    7678.85,   -0.9,   0.96378, 2,    7921.86, -120.2,   0.99428, 3,    7885.94,  118.0,   0.98977
"P25", 13.8, 1,    7678.86,   -0.9,   0.96378, 2,    7921.86, -120.2,   0.99428, 3,    7885.95,  118.0,   0.98977
"P26", 13.8, 1,    7678.76,   -0.9,   0.96377, 2,    7921.76, -120.2,   0.99427, 3,    7885.85,  118.0,   0.98976
"P28", 13.8, 1,    7756.26,   -1.5,    0.9735, 2,    7947.18, -120.6,   0.99746, 3,    7957.21,  117.8,   0.99872
"P29", 13.8, 1,    7739.59,   -1.4,    0.9714, 2,    7930.38, -120.6,   0.99535, 3,    7940.35,  117.8,    0.9966
"P30", 13.8, 1,     7739.5,   -1.4,   0.97139, 2,    7930.29, -120.6,   0.99534, 3,    7940.27,  117.8,   0.99659
"P31", 13.8, 1,    7739.01,   -1.4,   0.97133, 2,    7929.79, -120.6,   0.99528, 3,    7939.76,  117.8,   0.99653
"P32", 13.8, 1,    7738.92,   -1.4,   0.97132, 2,     7929.7, -120.6,   0.99526, 3,    7939.68,  117.8,   0.99652
"P33", 13.8, 1,    7738.51,   -1.4,   0.97127, 2,    7929.29, -120.6,   0.99521, 3,    7939.27,  117.8,   0.99646
"P34", 13.8, 1,    7738.43,   -1.4,   0.97126, 2,     7929.2, -120.6,    0.9952, 3,    7939.18,  117.8,   0.99645
"P35", 13.8, 1,    7738.11,   -1.4,   0.97122, 2,    7928.87, -120.6,   0.99516, 3,    7938.86,  117.8,   0.99641
"P36", 13.8, 1,    7738.01,   -1.4,    0.9712, 2,    7928.78, -120.6,   0.99515, 3,    7938.76,  117.8,    0.9964
"P37", 13.8, 1,     7737.8,   -1.4,   0.97118, 2,    7928.55, -120.6,   0.99512, 3,    7938.55,  117.8,   0.99637
"P38", 13.8, 1,    7737.72,   -1.4,   0.97117, 2,    7928.47, -120.6,   0.99511, 3,    7938.46,  117.8,   0.99636
"P39", 13.8, 1,    7737.57,   -1.4,   0.97115, 2,    7928.31, -120.6,   0.99509, 3,    7938.32,  117.8,   0.99635
"P40", 13.8, 1,    7737.44,   -1.4,   0.97113, 2,    7928.16, -120.6,   0.99507, 3,    7938.19,  117.8,   0.99633
"P41", 13.8, 1,     7737.4,   -1.4,   0.97113, 2,    7928.12, -120.6,   0.99507, 3,    7938.17,  117.8,   0.99633
"P42", 13.8, 1,    7737.48,   -1.4,   0.97114, 2,    7928.21, -120.6,   0.99508, 3,    7938.23,  117.8,   0.99633
"P43", 13.8, 1,    7737.38,   -1.4,   0.97113, 2,    7928.12, -120.6,   0.99507, 3,    7938.13,  117.8,   0.99632
"P46", 13.8, 1,    7756.09,   -1.5,   0.97347, 2,    7947.02, -120.6,   0.99744, 3,    7957.03,  117.8,   0.99869
"P47", 13.8, 1,    7738.59,   -1.4,   0.97128, 2,    7929.84, -120.5,   0.99528, 3,     7939.1,  117.8,   0.99644
"P48", 13.8, 1,     7738.5,   -1.4,   0.97127, 2,    7929.75, -120.5,   0.99527, 3,    7939.01,  117.8,   0.99643
"P49", 13.8, 1,    7737.97,   -1.4,    0.9712, 2,    7929.23, -120.5,   0.99521, 3,    7938.47,  117.8,   0.99636
"P50", 13.8, 1,    7737.88,   -1.4,   0.97119, 2,    7929.14, -120.5,   0.99519, 3,    7938.37,  117.8,   0.99635
"P51", 13.8, 1,    7737.46,   -1.4,   0.97114, 2,    7928.73, -120.5,   0.99514, 3,    7937.94,  117.8,    0.9963
"P52", 13.8, 1,    7737.38,   -1.4,   0.97113, 2,    7928.65, -120.5,   0.99513, 3,    7937.86,  117.8,   0.99629
"P53", 13.8, 1,    7737.03,   -1.4,   0.97108, 2,     7928.3, -120.5,   0.99509, 3,     7937.5,  117.8,   0.99624
"P54", 13.8, 1,    7736.76,   -1.4,   0.97105, 2,    7928.05, -120.5,   0.99506, 3,    7937.24,  117.8,   0.99621
"P55", 13.8, 1,    7736.59,   -1.4,   0.97103, 2,    7927.88, -120.5,   0.99504, 3,    7937.06,  117.8,   0.99619
"P56", 13.8, 1,     7736.5,   -1.4,   0.97102, 2,    7927.79, -120.5,   0.99502, 3,    7936.97,  117.8,   0.99618
"P57", 13.8, 1,    7736.86,   -1.4,   0.97106, 2,    7928.13, -120.5,   0.99507, 3,    7937.32,  117.8,   0.99622
"P58", 13.8, 1,    7736.77,   -1.4,   0.97105, 2,    7928.04, -120.5,   0.99506, 3,    7937.23,  117.8,   0.99621
"P59", 13.8, 1,    7736.78,   -1.4,   0.97105, 2,    7928.04, -120.5,   0.99506, 3,    7937.24,  117.8,   0.99621
"P60", 13.8, 1,    7736.71,   -1.4,   0.97104, 2,    7927.96, -120.5,   0.99505, 3,    7937.15,  117.8,    0.9962
"P61", 13.8, 1,    7736.63,   -1.4,   0.97103, 2,    7927.87, -120.5,   0.99503, 3,    7937.07,  117.8,   0.99619
"P63", 13.8, 1,    7756.11,   -1.5,   0.97348, 2,    7947.05, -120.6,   0.99744, 3,    7957.05,  117.8,    0.9987
"P64", 13.8, 1,    7740.87,   -1.4,   0.97156, 2,    7932.38, -120.5,    0.9956, 3,    7940.98,  117.8,   0.99668
"P65", 13.8, 1,    7740.79,   -1.4,   0.97155, 2,    7932.31, -120.5,   0.99559, 3,     7940.9,  117.8,   0.99667
"P66", 13.8, 1,    7740.34,   -1.4,    0.9715, 2,    7931.87, -120.5,   0.99554, 3,    7940.42,  117.8,   0.99661
"P67", 13.8, 1,    7740.25,   -1.4,   0.97149, 2,    7931.79, -120.5,   0.99553, 3,    7940.33,  117.8,    0.9966
"P68", 13.8, 1,     7739.9,   -1.4,   0.97144, 2,    7931.45, -120.5,   0.99548, 3,    7939.95,  117.8,   0.99655
"P69", 13.8, 1,    7739.94,   -1.4,   0.97145, 2,    7931.49, -120.5,   0.99549, 3,    7939.99,  117.8,   0.99656
"P70", 13.8, 1,    7739.41,   -1.4,   0.97138, 2,    7930.98, -120.5,   0.99543, 3,    7939.44,  117.8,   0.99649
"P71", 13.8, 1,    7739.33,   -1.4,   0.97137, 2,     7930.9, -120.5,   0.99542, 3,    7939.36,  117.8,   0.99648
"P72", 13.8, 1,       7739,   -1.4,   0.97133, 2,     7930.6, -120.5,   0.99538, 3,    7939.01,  117.8,   0.99643
"P73", 13.8, 1,    7738.84,   -1.4,   0.97131, 2,    7930.46, -120.5,   0.99536, 3,    7938.85,  117.8,   0.99641
"P74", 13.8, 1,    7738.79,   -1.4,    0.9713, 2,    7930.42, -120.5,   0.99535, 3,     7938.8,  117.8,   0.99641
"P75", 13.8, 1,    7738.76,   -1.4,    0.9713, 2,    7930.35, -120.5,   0.99535, 3,    7938.75,  117.8,    0.9964
"P76", 13.8, 1,    7738.69,   -1.4,   0.97129, 2,    7930.28, -120.5,   0.99534, 3,    7938.67,  117.8,   0.99639
"P77", 13.8, 1,    7738.58,   -1.4,   0.97128, 2,    7930.17, -120.5,   0.99532, 3,    7938.56,  117.8,   0.99638
"P78", 13.8, 1,    7738.48,   -1.4,   0.97126, 2,    7930.08, -120.5,   0.99531, 3,    7938.47,  117.8,   0.99636
"P79", 13.8, 1,    7738.49,   -1.4,   0.97126, 2,    7930.08, -120.5,   0.99531, 3,    7938.47,  117.8,   0.99637
"P80", 13.8, 1,     7738.4,   -1.4,   0.97125, 2,    7929.99, -120.5,    0.9953, 3,    7938.38,  117.8,   0.99635
"P82", 13.8, 1,    7744.93,   -1.4,   0.97207, 2,    7941.64, -120.6,   0.99676, 3,    7947.81,  117.8,   0.99754
"P83", 13.8, 1,    7672.09,   -0.8,   0.96293, 2,    7918.29, -120.2,   0.99383, 3,    7879.55,  118.0,   0.98897
"P84", 13.8, 1,    7672.01,   -0.8,   0.96292, 2,     7918.2, -120.2,   0.99382, 3,    7879.47,  118.0,   0.98896
"P85", 13.8, 1,    7669.28,   -0.8,   0.96258, 2,    7917.45, -120.1,   0.99373, 3,     7876.9,  118.0,   0.98864
"P86", 13.8, 1,    7666.94,   -0.8,   0.96228, 2,     7917.1, -120.1,   0.99368, 3,    7874.69,  118.0,   0.98836
"P87", 13.8, 1,    7664.69,   -0.8,     0.962, 2,    7916.86, -120.1,   0.99365, 3,    7872.56,  118.0,   0.98809
"P88", 13.8, 1,    7668.82,   -0.8,   0.96252, 2,    7916.96, -120.1,   0.99367, 3,    7876.47,  118.0,   0.98858
"P89", 13.8, 1,    7668.71,   -0.8,   0.96251, 2,    7916.85, -120.1,   0.99365, 3,    7876.37,  118.0,   0.98857
"P90", 13.8, 1,    7668.46,   -0.8,   0.96248, 2,    7916.58, -120.1,   0.99362, 3,    7876.13,  118.0,   0.98854
"P91", 13.8, 1,    7668.27,   -0.8,   0.96245, 2,    7916.39, -120.1,   0.99359, 3,    7875.97,  118.0,   0.98852
"P92", 13.8, 1,    7668.19,   -0.8,   0.96244, 2,     7916.3, -120.1,   0.99358, 3,     7875.9,  118.0,   0.98851
"P93", 13.8, 1,    7668.28,   -0.8,   0.96245, 2,    7916.39, -120.1,   0.99359, 3,    7875.97,  118.0,   0.98852
"P94", 13.8, 1,    7668.19,   -0.8,   0.96244, 2,     7916.3, -120.1,   0.99358, 3,    7875.88,  118.0,   0.98851
"P95", 13.8, 1,    7668.19,   -0.8,   0.96244, 2,     7916.3, -120.1,   0.99358, 3,    7875.88,  118.0,   0.98851
"P96", 13.8, 1,     7668.1,   -0.8,   0.96243, 2,     7916.2, -120.1,   0.99357, 3,     7875.8,  118.0,    0.9885
"P98", 13.8, 1,    7746.02,   -1.5,   0.97221, 2,    7941.75, -120.6,   0.99678, 3,    7948.81,  117.8,   0.99766
"P99", 13.8, 1,    7727.33,   -1.4,   0.96986, 2,    7923.21, -120.5,   0.99445, 3,    7930.13,  117.8,   0.99532
"P100", 13.8, 1,    7727.25,   -1.4,   0.96985, 2,    7923.13, -120.5,   0.99444, 3,    7930.04,  117.8,   0.99531
"P101", 13.8, 1,    7726.67,   -1.4,   0.96978, 2,    7922.56, -120.5,   0.99437, 3,    7929.47,  117.8,   0.99524
"P102", 13.8, 1,    7726.59,   -1.4,   0.96977, 2,    7922.47, -120.5,   0.99436, 3,    7929.38,  117.8,   0.99522
"P103", 13.8, 1,     7726.1,   -1.4,   0.96971, 2,    7921.98, -120.5,    0.9943, 3,     7928.9,  117.8,   0.99516
"P104", 13.8, 1,    7726.01,   -1.4,    0.9697, 2,     7921.9, -120.5,   0.99429, 3,    7928.82,  117.8,   0.99515
"P105", 13.8, 1,    7725.61,   -1.4,   0.96965, 2,    7921.49, -120.5,   0.99423, 3,    7928.42,  117.8,    0.9951
"P106", 13.8, 1,    7725.43,   -1.4,   0.96963, 2,    7921.31, -120.5,   0.99421, 3,    7928.23,  117.8,   0.99508
"P107", 13.8, 1,    7725.35,   -1.4,   0.96962, 2,    7921.23, -120.5,    0.9942, 3,    7928.15,  117.8,   0.99507
"P108", 13.8, 1,    7725.31,   -1.4,   0.96961, 2,    7921.18, -120.5,   0.99419, 3,    7928.12,  117.8,   0.99507
"P109", 13.8, 1,    7725.23,   -1.4,    0.9696, 2,     7921.1, -120.5,   0.99418, 3,    7928.03,  117.8,   0.99505
"P110", 13.8, 1,    7725.09,   -1.4,   0.96958, 2,    7920.95, -120.5,   0.99417, 3,     7927.9,  117.8,   0.99504
"P111", 13.8, 1,    7725.06,   -1.4,   0.96958, 2,    7920.91, -120.5,   0.99416, 3,    7927.88,  117.8,   0.99504
"P112", 13.8, 1,     7724.9,   -1.4,   0.96956, 2,    7920.76, -120.5,   0.99414, 3,    7927.71,  117.8,   0.99501
"P113", 13.8, 1,    7724.81,   -1.4,   0.96955, 2,    7920.67, -120.5,   0.99413, 3,    7927.61,  117.8,     0.995
"P114", 13.8, 1,    7724.81,   -1.4,   0.96955, 2,    7920.67, -120.5,   0.99413, 3,    7927.62,  117.8,     0.995
"P115", 13.8, 1,    7724.72,   -1.4,   0.96954, 2,    7920.58, -120.5,   0.99412, 3,    7927.53,  117.8,   0.99499
"P118", 13.8, 1,    7745.93,   -1.5,    0.9722, 2,    7941.66, -120.6,   0.99676, 3,     7948.7,  117.8,   0.99765
"P119", 13.8, 1,    7730.25,   -1.4,   0.97023, 2,    7926.17, -120.6,   0.99482, 3,    7932.65,  117.8,   0.99563
"P120", 13.8, 1,    7730.16,   -1.4,   0.97022, 2,    7926.08, -120.6,   0.99481, 3,    7932.56,  117.8,   0.99562
"P121", 13.8, 1,    7729.71,   -1.4,   0.97016, 2,    7925.64, -120.6,   0.99475, 3,     7932.1,  117.8,   0.99556
"P122", 13.8, 1,    7729.62,   -1.4,   0.97015, 2,    7925.55, -120.6,   0.99474, 3,       7932,  117.8,   0.99555
"P123", 13.8, 1,    7729.27,   -1.4,   0.97011, 2,    7925.19, -120.5,    0.9947, 3,    7931.64,  117.8,   0.99551
"P124", 13.8, 1,    7729.17,   -1.4,    0.9701, 2,    7925.11, -120.5,   0.99469, 3,    7931.55,  117.8,    0.9955
"P125", 13.8, 1,    7728.91,   -1.4,   0.97006, 2,    7924.83, -120.5,   0.99465, 3,    7931.26,  117.8,   0.99546
"P126", 13.8, 1,    7728.82,   -1.4,   0.97005, 2,    7924.74, -120.5,   0.99464, 3,    7931.16,  117.8,   0.99545
"P127", 13.8, 1,    7728.65,   -1.4,   0.97003, 2,    7924.56, -120.5,   0.99462, 3,    7930.98,  117.8,   0.99542
"P128", 13.8, 1,    7728.56,   -1.4,   0.97002, 2,    7924.47, -120.5,   0.99461, 3,    7930.89,  117.8,   0.99541
"P129", 13.8, 1,    7728.48,   -1.4,   0.97001, 2,    7924.38, -120.5,    0.9946, 3,     7930.8,  117.8,    0.9954
"P130", 13.8, 1,    7728.39,   -1.4,      0.97, 2,     7924.3, -120.5,   0.99459, 3,    7930.71,  117.8,   0.99539
"P131", 13.8, 1,     7728.4,   -1.4,      0.97, 2,     7924.3, -120.5,   0.99459, 3,    7930.71,  117.8,   0.99539
"P132", 13.8, 1,    7728.39,   -1.4,      0.97, 2,     7924.3, -120.5,   0.99459, 3,    7930.71,  117.8,   0.99539
"P133", 13.8, 1,     7728.3,   -1.4,   0.96999, 2,    7924.21, -120.5,   0.99457, 3,    7930.62,  117.8,   0.99538
"P135", 13.8, 1,    7745.93,   -1.5,    0.9722, 2,    7941.66, -120.6,   0.99677, 3,    7948.69,  117.8,   0.99765
"P136", 13.8, 1,    7730.33,   -1.4,   0.97024, 2,    7926.61, -120.5,   0.99488, 3,    7932.41,  117.8,    0.9956
"P137", 13.8, 1,    7730.24,   -1.4,   0.97023, 2,    7926.52, -120.5,   0.99487, 3,    7932.32,  117.8,   0.99559
"P138", 13.8, 1,    7729.79,   -1.4,   0.97017, 2,    7926.09, -120.5,   0.99481, 3,    7931.85,  117.8,   0.99553
"P139", 13.8, 1,    7729.76,   -1.4,   0.97017, 2,    7926.06, -120.5,   0.99481, 3,    7931.82,  117.8,   0.99553
"P140", 13.8, 1,    7729.68,   -1.4,   0.97016, 2,    7925.99, -120.5,    0.9948, 3,    7931.74,  117.8,   0.99552
"P141", 13.8, 1,    7729.28,   -1.4,   0.97011, 2,    7925.61, -120.5,   0.99475, 3,    7931.33,  117.8,   0.99547
"P142", 13.8, 1,    7729.19,   -1.4,    0.9701, 2,    7925.51, -120.5,   0.99474, 3,    7931.23,  117.8,   0.99546
"P143", 13.8, 1,    7728.88,   -1.4,   0.97006, 2,    7925.22, -120.5,    0.9947, 3,     7930.9,  117.8,   0.99541
"P144", 13.8, 1,    7728.66,   -1.4,   0.97003, 2,    7925.02, -120.5,   0.99468, 3,    7930.67,  117.8,   0.99539
"P145", 13.8, 1,     7728.5,   -1.4,   0.97001, 2,    7924.86, -120.5,   0.99466, 3,    7930.49,  117.8,   0.99536
"P146", 13.8, 1,    7728.43,   -1.4,      0.97, 2,     7924.8, -120.5,   0.99465, 3,    7930.42,  117.8,   0.99535
"P147", 13.8, 1,    7728.69,   -1.4,   0.97003, 2,    7925.03, -120.5,   0.99468, 3,     7930.7,  117.8,   0.99539
"P148", 13.8, 1,    7728.59,   -1.4,   0.97002, 2,    7924.93, -120.5,   0.99467, 3,    7930.59,  117.8,   0.99538
"P149", 13.8, 1,     7728.6,   -1.4,   0.97002, 2,    7924.94, -120.5,   0.99467, 3,    7930.61,  117.8,   0.99538
"P150", 13.8, 1,    7728.51,   -1.4,   0.97001, 2,    7924.85, -120.5,   0.99466, 3,    7930.51,  117.8,   0.99537
"S194", 0.48, 1,    268.392,  -32.3,   0.96848, 2,    266.793, -150.9,   0.96271, 3,    273.271,   88.6,   0.98608
"S193", 0.48, 1,    268.263,  -32.3,   0.96801, 2,    266.652, -151.0,    0.9622, 3,    273.167,   88.5,   0.98571
"S195", 0.48, 1,    268.385,  -32.3,   0.96845, 2,    266.789, -150.9,   0.96269, 3,    273.267,   88.6,   0.98607
"S199", 0.48, 1,     267.42,  -31.4,   0.96497, 2,    267.375, -149.8,   0.96481, 3,    273.547,   89.3,   0.98708
"S198", 0.48, 1,    267.331,  -31.4,   0.96465, 2,    267.298, -149.8,   0.96453, 3,     273.47,   89.3,    0.9868
"S200", 0.48, 1,    267.417,  -31.4,   0.96496, 2,    267.373, -149.8,    0.9648, 3,    273.545,   89.3,   0.98707
"S204", 0.48, 1,    265.012,  -32.6,   0.95628, 2,    264.117, -150.6,   0.95305, 3,    273.356,   88.4,   0.98639
"S203", 0.48, 1,    264.847,  -32.6,   0.95568, 2,    263.931, -150.6,   0.95238, 3,    273.264,   88.4,   0.98606
"S205", 0.48, 1,     265.03,  -32.6,   0.95634, 2,     264.11, -150.6,   0.95303, 3,    273.366,   88.4,   0.98642
"S206", 0.48, 1,    265.024,  -32.6,   0.95632, 2,    264.107, -150.6,   0.95301, 3,    273.363,   88.4,   0.98641
"S211", 0.48, 1,    265.321,  -32.7,    0.9574, 2,    265.902, -150.9,   0.95949, 3,    272.787,   88.2,   0.98434
"S210", 0.48, 1,    265.093,  -32.7,   0.95657, 2,    265.733, -150.9,   0.95888, 3,    272.643,   88.2,   0.98382
"S212", 0.48, 1,    265.292,  -32.7,   0.95729, 2,    265.906, -150.9,   0.95951, 3,    272.771,   88.2,   0.98428
"S213", 0.48, 1,    265.314,  -32.7,   0.95737, 2,    265.898, -150.9,   0.95948, 3,    272.783,   88.2,   0.98432
"S218", 0.48, 1,    263.785,  -33.1,   0.95185, 2,    263.343, -151.3,   0.95026, 3,    270.403,   87.9,   0.97573
"S217", 0.48, 1,    263.545,  -33.1,   0.95098, 2,    263.146, -151.3,   0.94955, 3,    270.239,   87.9,   0.97514
"S219", 0.48, 1,    263.784,  -33.1,   0.95185, 2,    263.343, -151.3,   0.95026, 3,    270.402,   87.9,   0.97573
"S220", 0.48, 1,    263.778,  -33.1,   0.95183, 2,    263.339, -151.3,   0.95024, 3,    270.398,   87.9,   0.97572
"S225", 0.48, 1,    264.896,  -33.0,   0.95586, 2,    264.723, -151.2,   0.95524, 3,    272.138,   88.2,   0.98199
"S224", 0.48, 1,    264.629,  -33.0,    0.9549, 2,    264.524, -151.2,   0.95452, 3,    271.999,   88.1,   0.98149
"S226", 0.48, 1,    264.889,  -33.0,   0.95583, 2,    264.718, -151.2,   0.95522, 3,    272.134,   88.2,   0.98198
"S227", 0.48, 1,     264.89,  -33.0,   0.95584, 2,     264.72, -151.2,   0.95523, 3,    272.135,   88.2,   0.98198
"S232", 0.48, 1,    270.303,  -31.2,   0.97537, 2,    270.237, -149.4,   0.97513, 3,    276.999,   89.6,   0.99953
"S231", 0.48, 1,    270.266,  -31.2,   0.97524, 2,    270.209, -149.4,   0.97503, 3,    276.965,   89.6,   0.99941
"S233", 0.48, 1,    270.298,  -31.2,   0.97535, 2,    270.233, -149.4,   0.97512, 3,    276.995,   89.6,   0.99952
"S237", 0.48, 1,    23.9162,  -92.7,    0.0863, 2,     18.342, -172.9,  0.066186, 3,    266.518,   88.6,   0.96171
"S236", 0.48, 1,    15.7496,  -97.7,  0.056831, 2,    11.7141,  169.5,   0.04227, 3,    269.967,   88.1,   0.97416
"S239", 0.48, 1,    8.03243, -112.5,  0.028985, 2,    8.11685,  127.0,  0.029289, 3,     273.96,   87.7,   0.98857
"S1", 0.208, 1,    113.116,  -34.2,   0.94194, 2,    113.451, -152.5,   0.94472, 3,    116.565,   86.7,   0.97065
"S2", 0.208, 1,    113.605,  -34.1,   0.94601, 2,    113.853, -152.5,   0.94807, 3,    116.953,   86.8,   0.97389
"S3", 0.208, 1,    113.905,  -34.1,    0.9485, 2,      114.1, -152.4,   0.95013, 3,    117.165,   86.8,   0.97565
"S4", 0.208, 1,    114.392,  -34.0,   0.95256, 2,    114.482, -152.3,   0.95331, 3,    117.473,   86.9,   0.97822
"S5", 0.208, 1,    113.593,  -34.1,   0.94591, 2,    113.808, -152.5,   0.94769, 3,    116.928,   86.8,   0.97368
"S6", 0.208, 1,     113.48,  -34.0,   0.94497, 2,    113.703, -152.5,   0.94683, 3,    116.847,   86.7,     0.973
"S7", 0.208, 1,    113.727,  -33.9,   0.94702, 2,    114.044, -152.3,   0.94966, 3,    117.035,   86.8,   0.97457
"S8", 0.208, 1,    113.962,  -33.8,   0.94898, 2,    114.284, -152.2,   0.95166, 3,    117.195,   86.9,    0.9759
"S9", 0.208, 1,    114.374,  -33.8,   0.95241, 2,     114.64, -152.1,   0.95463, 3,    117.484,   87.0,   0.97831
"S10", 0.208, 1,    113.735,  -34.0,   0.94709, 2,    113.933, -152.3,   0.94874, 3,    116.965,   86.8,   0.97399
"S11", 0.208, 1,    113.765,  -34.0,   0.94734, 2,    113.837, -152.4,   0.94794, 3,    116.904,   86.8,   0.97348
"S12", 0.208, 1,    114.002,  -34.1,   0.94931, 2,    114.175, -152.4,   0.95076, 3,    117.133,   86.8,   0.97539
"S13", 0.208, 1,    114.247,  -34.0,   0.95136, 2,    114.376, -152.4,   0.95243, 3,    117.287,   86.9,   0.97667
"S14", 0.208, 1,    114.672,  -34.0,    0.9549, 2,    114.712, -152.3,   0.95522, 3,    117.567,   86.9,     0.979
"S15", 0.208, 1,      113.7,  -34.1,    0.9468, 2,    113.942, -152.5,   0.94881, 3,    116.884,   86.7,   0.97331
"S16", 0.208, 1,    113.407,  -34.2,   0.94436, 2,    113.613, -152.5,   0.94608, 3,    116.669,   86.7,   0.97152
"S17", 0.208, 1,    113.405,  -34.1,   0.94435, 2,    113.665, -152.4,   0.94651, 3,     116.69,   86.7,   0.97169
"S18", 0.208, 1,    113.566,  -34.1,   0.94568, 2,    113.819, -152.3,   0.94779, 3,    116.821,   86.7,   0.97279
"S19", 0.208, 1,    113.899,  -34.0,   0.94846, 2,    114.124, -152.2,   0.95033, 3,    117.055,   86.8,   0.97474
"S20", 0.208, 1,    113.146,  -34.1,   0.94219, 2,     113.47, -152.4,   0.94488, 3,    116.533,   86.7,   0.97039
"S21", 0.208, 1,     113.06,  -34.1,   0.94147, 2,    113.394, -152.5,   0.94425, 3,    116.505,   86.6,   0.97016
"S42", 0.208, 1,    113.216,  -34.1,   0.94277, 2,    113.504, -152.4,   0.94517, 3,    116.752,   86.7,   0.97221
"S43", 0.208, 1,    113.921,  -34.0,   0.94864, 2,    114.179, -152.2,   0.95079, 3,    117.206,   86.9,     0.976
"S44", 0.208, 1,    114.422,  -33.9,   0.95281, 2,    114.609, -152.1,   0.95437, 3,    117.555,   87.0,    0.9789
"S45", 0.208, 1,    114.081,  -34.1,   0.94997, 2,    114.221, -152.3,   0.95114, 3,    117.278,   86.8,   0.97659
"S46", 0.208, 1,    113.265,  -34.2,   0.94318, 2,    113.542, -152.5,   0.94548, 3,    116.739,   86.7,   0.97211
"S47", 0.208, 1,     112.39,  -34.3,   0.93589, 2,    112.926, -152.8,   0.94035, 3,     116.17,   86.5,   0.96737
